id,title,company,location,salary_min,salary_max,description,year,apply_url
OH-12846936-AF-25-327-T,AIR BATTLE MANAGER (INSTRUCTOR),Air National Guard Units,"Blue Ash, Ohio",92308,120006,"This National Guard position is for a AIR BATTLE MANAGER (INSTRUCTOR), Position Description Number D2350000 and is part of the OH 123 Air Control Squadron, Ohio Air National Guard. The purpose of this position is to plan, organize, evaluate, and train activities of the Battle Management Command and Control (BMC2) mission which includes the Air Battle Manager (ABM) and Weapons Director (WD) career fields.",2022,https://www.usajobs.gov:443/job/851860400
PID-DJ-12794306-26-MP,Intelligence Research Specialist (Protective),U.S. Secret Service,"Washington, District of Columbia",69923,109975,"Joining the Secret Service, Office of Strategic Intelligence and Information, Protective Intelligence and Assessment Division will allow you to apply investigative research, analysis and assessment in relation to and support of the protective and intelligence mission of the Secret Service. For definitions of terms found in this announcement, please click here.",2022,https://www.usajobs.gov:443/job/851471800
CA-12837330-AR-26-017,PRODUCTION CONTROLLER,Army National Guard Units,"Dublin, California",62456,81198,"This PRODUCTION CONTROLLER position, is located in the Joint Forces Headquarters-State, Logistics Directorate (J-4/G-4), Surface Maintenance Facility and is part of the CA FMS 33 Dublin.",2022,https://www.usajobs.gov:443/job/852143400
CBSU-12836663-26-DAP,Licensed Professional Mental Health Counselor-BHIP Therapist,Veterans Health Administration,"Aurora, Colorado",68138,107167,The incumbent serves as a fully qualified Licensed Professional Mental Health Counselor (LPMHC) in the Mental Health Service. The incumbent has primary assignment as a therapist within a Behavioral Health Interdisciplinary Program (BHIP) team. BHIP functions as the outpatient mental health clinic and is one of the functional units providing psychological services to the Veterans Affairs Eastern Colorado Health Care System.,2022,https://www.usajobs.gov:443/job/851547800
CBSU-12836664-26-DAP,Licensed Professional Mental Health Counselor-BHIP Therapist,Veterans Health Administration,"Aurora, Colorado",68138,107167,The incumbent serves as a fully qualified Licensed Professional Mental Health Counselor (LPMHC) in the Mental Health Service. The incumbent has primary assignment as a therapist within a Behavioral Health Interdisciplinary Program (BHIP) team. BHIP functions as the outpatient mental health clinic and is one of the functional units providing psychological services to the Veterans Affairs Eastern Colorado Health Care System.,2022,https://www.usajobs.gov:443/job/851550300
CBTB-12842717-26-SL,License Practical Nurse (Mental Health),Veterans Health Administration,"Tuscaloosa, Alabama",50464,65607,"The Licensed Practical Nurse (LPN) GS 7 meets all the requirements for LPN GS 3, 4, 5, and 6, and performs a wide range of patient care and supportive duties throughout the medical center. To be advanced, employees must meet all the following standards, provided the standard is part of their assignment. The LPN, GS-7, is for select, complex LPN positions. Determinations concerning grade level take into consideration the skill mix and the availability of supervision in the work unit.",2022,https://www.usajobs.gov:443/job/851940000
CBTB-12842718-26-SL,Licensed Practical Nurse ( Mental Health),Veterans Health Administration,"Tuscaloosa, Alabama",50464,65607,"The Licensed Practical Nurse (LPN) GS 7 meets all the requirements for LPN GS 3, 4, 5, and 6, and performs a wide range of patient care and supportive duties throughout the medical center. To be advanced, employees must meet all the following standards, provided the standard is part of their assignment. The LPN, GS-7, is for select, complex LPN positions. Determinations concerning grade level take into consideration the skill mix and the availability of supervision in the work unit.",2022,https://www.usajobs.gov:443/job/851940800
ST-12847676-26-AK,FINANCIAL MANAGEMENT ANALYST,United States Fleet Forces Command,"Kittery, Maine",56584,89975,"You will serve as a Financial Management Analyst in the Travel Branch (Code 615), Accounting Division, Comptroller Department of PORTSMOUTH NAVAL SHIPYARD.",2022,https://www.usajobs.gov:443/job/851986000
4U-ARTE-12845401-995459-JHM,AVIATION RESOURCES MANAGEMENT SPECIALIST,"Headquarters, Air Force Reserve Command","Charleston AFB, South Carolina",61111,79443,"This is an Air Reserve Technician (ART) position. ARTs are part of the regular career civil service and enjoy all the benefits granted to Federal employees in the competitive civil service. For more information click here and speak with an Air Force Reserve Recruiter. Click on ""Learn more about this agency"" button below to view Eligibilities being considered and other IMPORTANT information.",2022,https://www.usajobs.gov:443/job/851562600
ST-12846120-26-ARB,PROGRAM ANALYST,U.S. Pacific Fleet,"Pearl Harbor Naval Base, Oahu, Hawaii",92520,120282,"You will serve as a Program Analyst in the Project Material and Work Packaging Division, Work Packaging Branch, of PEARL HARBOR NSY AND IMF.",2022,https://www.usajobs.gov:443/job/851721100
ST-12847910-26-JDJ,SUPERVISORY QUALITY ASSURANCE SPECIALIST,U.S. Pacific Fleet,"Yokosuka, Japan",90025,117034,"You will serve as a SUPERVISORY QUALITY ASSURANCE SPECIALIST in the QA/INSPECTION/TEST DIVISION (C720), LIFTING AND HANDLING DEPARTMENT (C700) of the NAVAL SHIP REPAIR FACILITY. The Secretary of Defense has ordered a department-wide hiring freeze subject to certain limited exceptions. This position is subject to the DoD hiring freeze. Offers of employment related to this vacancy announcement will not be executed until the position has an approved exemption.",2022,https://www.usajobs.gov:443/job/852152300
MS-12843922-AF-25-056,AIR SURVEILLANCE SPECIALIST (INSTRUCTOR),Air National Guard Units,"Gulfport, Mississippi",73939,96116,"THIS IS A NATIONAL GUARD TITLE 32 EXCEPTED SERVICE POSITION THAT REQUIRES MILITARY MEMBERSHIP. This National Guard position is for a AIR SURVEILLANCE SPECIALIST (INSTRUCTOR), Position Description Number PDD2349000 and is part of the Mississippi National Guard.",2022,https://www.usajobs.gov:443/job/851361900
CBST-12844912-26-HC,Supervisory Medical Support Assistant,Veterans Health Administration,"New Orleans, Louisiana",55328,71932,"The Supervisory Medical Support Assistant works collaboratively in an interdisciplinary coordinated care delivery model (i.e., PACT, Specialty, C&P and Call Center) for Primary Care Clinics and Specialty Clinics at the Southeast Louisiana Veterans Health Care System and performs all related duties, customer service and other duties assigned for the proper and timely treatment of patients and assure appointment schedules are maintained by MSA staff for one or more outpatient clinics.",2022,https://www.usajobs.gov:443/job/851916400
ST-12847012-26-CLC,TECHNICIAN,Naval Sea Systems Command,"Rota, Spain",90025,138296,"You will serve as a Technician in the of NAVAL SURFACE WARFARE CENTER, Spain. This is a RE-ADVERTISEMENT of Announcement Number:ST-12827525-26-CLC. Applicants that have previously applied NEED to re-apply to this announcement.",2022,https://www.usajobs.gov:443/job/851840300
DE-12843019-26-TLS,SUPERVISORY GENERAL ENGINEER,Naval Sea Systems Command,"Naval Shipyard, Portsmouth, Virginia",126382,193254,"This is a public notice flyer to notify interested applicants of anticipated vacancies. Applications will not be accepted through this flyer. Interested applicants must follow the directions in the ""How to Apply"" section of this flyer to be considered. There may or may not be actual vacancies filled from this flyer. Notice of Result letters will not be sent to applicants who respond to this flyer.",2022,https://www.usajobs.gov:443/job/851353600
DLAWpnSptDT-26-12831943-DHA,General Supply Specialist (6 Month Register),Defense Logistics Agency,"Richmond, Virginia",52188,67848,"This is an open-continuous announcement with an established initial cut-off date of December 1, 2025. Please see the ""How You Will Be Evaluated"" section for more information. Selected applicants will serve as entry-level trainees in the DLA Pathways to Career Excellence (PaCE) Program performing a series of progressively responsible General Supply Specialist functions, along with formal and on-the-job training (OJT).",2022,https://www.usajobs.gov:443/job/849985700
PDP-26-DE-12845193,Student Trainee (Management and Program Analysis),Government Accountability Office,"Washington, District of Columbia",19.76,19.76,"The U.S. Government Accountability Office (GAO) is an independent, nonpartisan agency that works for Congress. We accomplish our mission by providing objective and reliable information and analysis to the Congress, to federal agencies, and to the public, and recommending improvements, when appropriate, on a wide variety of issues to make government work better. This vacancy is for Summer undergraduate internship positions. The anticipated start dates begin in May 2026.",2022,https://www.usajobs.gov:443/job/852002900
PDP-26-DE-12845477,Student Trainee (Management and Program Analysis),Government Accountability Office,"Washington, District of Columbia",27.39,33.5,"The U.S. Government Accountability Office (GAO) is an independent, nonpartisan agency that works for Congress. We accomplish our mission by providing objective and reliable information and analysis to the Congress, to federal agencies, and to the public, and recommending improvements, when appropriate, on a wide variety of issues to make government work better. This vacancy is for summer internship positions. The anticipated start dates begin in May 2026.",2022,https://www.usajobs.gov:443/job/852003400
