skill_id,skill_name,category,difficulty_level,popularity_score,required_frequency,certification,avg_salary_effect,created_at,updated_at
1913,Deep Learning,Machine Learning,Easy,29,279,never Certificate,189,11/5/2023,6/8/2025
1914,Hadoop,Statistics,Medium,13,461,ever Certificate,216,6/18/2023,1/26/2025
1915,Machine Learning,Cloud,Easy,46,241,nearly Certificate,121,12/3/2022,8/22/2025
1916,Machine Learning,Visualization,Easy,5,150,why Certificate,459,6/16/2022,1/31/2025
1917,Python,Statistics,Easy,6,193,window Certificate,12,7/13/2022,6/28/2025
1918,PowerBI,Visualization,Easy,23,311,pressure Certificate,26,4/8/2024,8/21/2025
1919,Tableau,Machine Learning,Easy,79,376,fill Certificate,464,4/27/2021,3/26/2025
1920,Docker,Cloud,Easy,90,284,home Certificate,236,4/1/2023,1/15/2025
1921,Hadoop,Visualization,Medium,53,329,wish Certificate,174,8/26/2023,9/18/2025
1922,Tableau,Data Engineering,Medium,83,405,myself Certificate,188,6/9/2024,5/2/2025
1923,Kubernetes,Visualization,Medium,23,174,question Certificate,241,8/4/2021,3/21/2025
1924,Machine Learning,Visualization,Medium,15,35,dark Certificate,21,7/8/2022,11/10/2025
1925,Machine Learning,Machine Learning,Hard,79,64,direction Certificate,436,2/10/2024,10/9/2025
1926,Spark,Data Engineering,Easy,55,162,investment Certificate,364,11/4/2023,2/28/2025
1927,Machine Learning,Machine Learning,Hard,58,469,value Certificate,245,9/4/2023,3/31/2025
1928,Data Modeling,Programming,Easy,39,390,prepare Certificate,52,10/18/2024,12/19/2024
1929,SQL,Machine Learning,Medium,27,418,design Certificate,473,11/7/2021,5/17/2025
1930,Spark,Programming,Easy,96,163,catch Certificate,51,10/14/2022,10/19/2025
1931,Deep Learning,Machine Learning,Easy,1,120,cell Certificate,478,4/27/2023,3/23/2025
1932,Kubernetes,Machine Learning,Easy,65,230,everybody Certificate,58,1/19/2023,10/28/2025
1933,SQL,Statistics,Easy,66,154,garden Certificate,174,12/30/2021,4/6/2025
1934,Machine Learning,Machine Learning,Easy,45,278,down Certificate,339,5/30/2022,5/18/2025
1935,Data Modeling,Machine Learning,Medium,56,184,white Certificate,288,8/14/2024,2/14/2025
1936,Hadoop,Programming,Medium,20,370,perform Certificate,35,3/9/2021,3/3/2025
1937,GCP,Data Engineering,Easy,62,283,early Certificate,330,8/27/2021,11/28/2025
1938,GCP,Statistics,Medium,33,55,sometimes Certificate,491,7/25/2024,8/29/2025
1939,SQL,Cloud,Hard,78,158,perhaps Certificate,424,1/7/2022,4/12/2025
1940,Azure,Statistics,Medium,97,234,whose Certificate,450,1/27/2023,5/9/2025
1941,Deep Learning,Cloud,Hard,39,190,little Certificate,145,7/3/2022,5/8/2025
1942,Tableau,Statistics,Medium,91,183,commercial Certificate,186,7/18/2023,1/14/2025
1943,Kubernetes,Machine Learning,Medium,93,219,word Certificate,256,12/19/2020,4/13/2025
1944,Machine Learning,Cloud,Medium,26,39,prevent Certificate,368,5/10/2022,6/11/2025
1945,SQL,Cloud,Easy,11,441,half Certificate,3,8/12/2023,8/28/2025
1946,Machine Learning,Machine Learning,Medium,23,382,student Certificate,233,1/15/2024,7/26/2025
1947,Deep Learning,Programming,Medium,37,58,middle Certificate,432,2/5/2022,10/2/2025
1948,Tableau,Data Engineering,Easy,25,15,easy Certificate,441,1/22/2023,4/28/2025
1949,GCP,Data Engineering,Hard,83,188,kitchen Certificate,234,11/1/2022,4/17/2025
1950,Hadoop,Data Engineering,Easy,61,499,movement Certificate,214,2/19/2024,12/18/2024
1951,SQL,Cloud,Easy,88,478,center Certificate,237,4/20/2021,7/14/2025
1952,Docker,Programming,Medium,60,436,century Certificate,61,12/14/2022,7/8/2025
1953,Hadoop,Programming,Medium,61,387,likely Certificate,347,2/12/2022,12/3/2025
1954,Tableau,Data Engineering,Medium,60,169,response Certificate,482,4/26/2022,11/10/2025
1955,Data Modeling,Programming,Hard,43,166,notice Certificate,140,4/6/2021,9/17/2025
1956,GCP,Machine Learning,Medium,67,200,for Certificate,221,3/7/2023,10/13/2025
1957,Kubernetes,Data Engineering,Easy,87,204,group Certificate,213,4/4/2022,12/22/2024
1958,Kubernetes,Cloud,Hard,21,489,north Certificate,396,1/20/2024,12/3/2025
1959,AWS,Statistics,Easy,82,407,once Certificate,265,2/15/2024,8/23/2025
1960,GCP,Cloud,Medium,22,439,already Certificate,20,6/10/2023,12/25/2024
1961,Kubernetes,Statistics,Medium,14,299,maintain Certificate,210,6/13/2021,1/9/2025
1962,Python,Cloud,Easy,36,111,miss Certificate,273,9/30/2024,1/11/2025
1963,Machine Learning,Machine Learning,Easy,7,8,discover Certificate,151,4/29/2021,10/12/2025
1964,Spark,Programming,Easy,94,275,evidence Certificate,387,5/23/2021,5/30/2025
1965,AWS,Data Engineering,Hard,77,416,brother Certificate,96,2/7/2024,8/23/2025
1966,AWS,Machine Learning,Hard,90,423,data Certificate,281,6/3/2023,9/4/2025
1967,NLP,Programming,Hard,13,441,defense Certificate,235,6/29/2022,12/20/2024
1968,Kubernetes,Machine Learning,Medium,1,305,but Certificate,144,7/27/2021,12/20/2024
1969,Kubernetes,Machine Learning,Easy,49,34,which Certificate,56,9/20/2021,10/29/2025
1970,Docker,Statistics,Medium,11,251,perhaps Certificate,70,8/27/2021,3/15/2025
1971,Spark,Statistics,Easy,12,92,able Certificate,393,8/18/2023,9/10/2025
1972,Spark,Statistics,Easy,68,372,trial Certificate,450,5/30/2022,12/5/2025
1973,AWS,Cloud,Hard,42,87,during Certificate,467,9/25/2024,9/22/2025
1974,Python,Data Engineering,Hard,76,263,all Certificate,183,10/4/2021,6/13/2025
1975,Tableau,Cloud,Medium,96,299,official Certificate,484,6/21/2021,5/16/2025
1976,Python,Visualization,Hard,21,36,most Certificate,466,1/23/2024,6/4/2025
1977,Hadoop,Statistics,Hard,22,133,throw Certificate,352,1/22/2023,8/10/2025
1978,Spark,Machine Learning,Easy,48,220,before Certificate,427,8/26/2024,5/4/2025
1979,Spark,Statistics,Hard,75,306,total Certificate,128,11/13/2021,2/27/2025
1980,GCP,Statistics,Easy,69,169,decision Certificate,96,1/2/2023,7/3/2025
1981,Kubernetes,Cloud,Hard,16,299,impact Certificate,193,8/29/2024,6/15/2025
1982,Kubernetes,Data Engineering,Hard,65,243,culture Certificate,374,7/29/2021,10/20/2025
1983,Data Modeling,Data Engineering,Easy,99,432,have Certificate,46,10/21/2024,7/16/2025
1984,PowerBI,Programming,Hard,36,131,community Certificate,65,3/24/2022,5/2/2025
1985,Docker,Cloud,Hard,68,350,medical Certificate,440,1/30/2021,12/24/2024
1986,Docker,Statistics,Easy,8,72,should Certificate,14,1/9/2023,1/22/2025
1987,Spark,Cloud,Easy,29,327,political Certificate,236,9/25/2023,12/10/2024
1988,Tableau,Data Engineering,Medium,34,281,nor Certificate,398,10/1/2023,9/7/2025
1989,Azure,Visualization,Medium,84,362,thank Certificate,239,2/18/2022,6/17/2025
1990,Tableau,Data Engineering,Medium,88,394,reach Certificate,87,5/16/2023,6/11/2025
1991,Data Modeling,Cloud,Easy,17,21,professor Certificate,485,1/9/2022,2/4/2025
1992,SQL,Data Engineering,Medium,17,45,board Certificate,0,12/12/2021,7/27/2025
1993,AWS,Data Engineering,Easy,13,165,agency Certificate,255,9/2/2023,5/26/2025
1994,GCP,Data Engineering,Easy,83,152,nor Certificate,258,1/23/2024,5/27/2025
1995,Kubernetes,Data Engineering,Hard,77,445,sense Certificate,34,7/8/2022,9/7/2025
1996,Azure,Data Engineering,Easy,35,173,happen Certificate,307,9/18/2021,10/4/2025
1997,Machine Learning,Data Engineering,Hard,50,2,garden Certificate,389,7/7/2024,3/28/2025
1998,Azure,Machine Learning,Medium,96,481,benefit Certificate,254,8/11/2023,10/4/2025
1999,Azure,Visualization,Medium,13,32,three Certificate,334,5/18/2022,12/7/2025
2000,Python,Statistics,Easy,25,421,each Certificate,410,1/28/2022,11/28/2025
